Time of Day	Event type	Apparition Type	Image/Video/Visual Evidence	Audio Evidence	state	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree	Haunted Places Witness Count	Combined_Evidence	Witness_Count_Group	QUANTITY	TIME	FAC	ORG	LOC	EVENT
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	['some nights']	[]	[]	[]	[]
Unknown		Unknown	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	['Mill', '9th']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Indiana	90.64	28.88	10.39	1	Both	1	['about 50 feet']	['about midnight']	['900', 'state road 38']	[]	['Hamilton']	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	['West 6th Street']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	['night']	[]	[]	[]	['WWII']
night	Fire and Destruction	Unknown	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	5	Both	2-5	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	['a quarter mile']	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Child Ghost	False	True	Indiana	90.64	28.88	10.39	6	Audio Only	6-10	[]	[]	['a Cry Baby Bridge', '116']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	['OLd School Houses']	[]	[]	[]
Unknown	Fire and Destruction	Orb	True	True	Indiana	90.64	28.88	10.39	10	Both	6-10	[]	[]	[]	['FWIGT.org', 'Ellusions', 'Ellusions, Inc.']	[]	[]
night	Murder	Unknown	True	True	Indiana	90.64	28.88	10.39	8	Both	6-10	[]	[]	[]	['New Haven Middle School', 'New Haven High School']	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	['night']	[]	['jay county']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	[]	['South 8th Street']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	['midnight']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	['One evening', 'midnight']	[]	['Jennings County High School']	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Indiana	90.64	28.88	10.39	10	Audio Only	6-10	[]	['night']	['Cockram Hall']	['Oakland City University']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Indiana	90.64	28.88	10.39	10	Both	6-10	[]	['night']	"[""Bon's Chapel""]"	[]	[]	[]
Unknown	Murder	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	['about five miles']	[]	['Bonds Chapel']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	6	Both	6-10	[]	[]	['Devils Elbow']	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	['midnight']	[]	[]	[]	[]
night		Unknown	False	True	Indiana	90.64	28.88	10.39	10	Audio Only	6-10	[]	['early one morning', 'the whole night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Illinois	90.17	37.14	15.01	10	Visual Only	6-10	[]	['night']	['Help Road']	[]	[]	[]
morning	Violent or Tragic Deaths	Orb	False	False	Illinois	90.17	37.14	15.01	25	None	10+	[]	['3:05', 'around 3:00', 'around 2:00 am', 'the next morning', 'early hours of the morning']	['help road', 'Help road', 'Rt 6', 'route 6']	[]	['Spring Valley', 'spring valley']	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	['night']	[]	[]	[]	[]
evening	Violent or Tragic Deaths	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	3	Both	2-5	[]	['the evening hours', 'morning']	[]	['Browns Chicken & Pasta', 'ABC 7 Chicago']	[]	"[""Brown's Chicken Massacre""]"
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Illinois	90.17	37.14	15.01	5	Visual Only	2-5	[]	['night']	"['Sheridan Road', 'California Roads', ""Veteran's Parkway"", 'Broadway Road']"	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	[]	['Pekin High School']	[]	[]
Unknown	Ghostly Sightings	Male Ghost	False	False	Illinois	90.17	37.14	15.01	1	None	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Female Ghost	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	[]	['Farmington Road']	['Parkside Tavern', 'the Peoria Journal Star', 'the Parkside Tavern']	['South of']	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	3	Both	2-5	[]	[]	[]	['Players']	[]	[]
night	Mysterious Occurrences	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['closing time']	['River Station']	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	['midnight']	[]	[]	[]	[]
night	Sounds and Noises	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	['a Community College', 'State']	[]	[]
night	Ghostly Sightings	Ghost	False	False	Illinois	90.17	37.14	15.01	1	None	1	[]	['night']	[]	[]	[]	[]
Unknown		Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	['nighttime']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	['Padua Hall']	[]	[]	[]
night		Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['exactly midnight']	[]	[]	[]	[]
night	Sounds and Noises	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['night']	['The Villa', 'Villa']	[]	[]	[]
Unknown		Unknown	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	['a half mile', 'at least 20 miles']	[]	['Main Street Graveyard']	[]	[]	[]
evening	Ghostly Sightings	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	['about 3 miles', 'about 2 more miles']	['evening']	['County Road 50 West', 'Crybaby Bridge', 'Markleville', 'Anderson', 'Crybaby bridge(see', 'SR 38', 'Main Street Graveyard', 'Mt. Giliad Church']	[]	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	5	Visual Only	2-5	['1.5 miles']	['some cold fall nights']	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	['highway 31,and']	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	['Mississinewa Resevoir', 'River Road']	['Mississinewa']	[]	[]
night	Mysterious Occurrences	Unknown	False	False	Indiana	90.64	28.88	10.39	5	None	2-5	[]	[]	[]	[]	['the Wabash river']	[]
Unknown	Fire and Destruction	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	['about 4 rolls', '35mm']	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	True	True	Indiana	90.64	28.88	10.39	12	Both	10+	[]	[]	[]	[]	[]	[]
Unknown	Murder	Orb	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	True	True	Indiana	90.64	28.88	10.39	5	Both	2-5	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	False	True	Indiana	90.64	28.88	10.39	6	Audio Only	6-10	[]	[]	[]	['Historical Society of Porter County Old Jail Museum']	[]	[]
night	Murder	Unknown	False	True	Indiana	90.64	28.88	10.39	15	Audio Only	10+	[]	['night', 'Late at night']	['Old Porter Road', 'Burns Harbor', 'Portage']	[]	[]	[]
night	Murder	Orb	False	True	Indiana	90.64	28.88	10.39	10	Audio Only	6-10	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Indiana	90.64	28.88	10.39	5	Both	2-5	[]	['night']	['The Portland High school']	['Portland High School']	[]	[]
Unknown	Violent or Tragic Deaths	Female Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	['A half a mile']	['night']	['Crybaby Bridge']	[]	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	5	Visual Only	2-5	[]	['one night']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Female Ghost	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	['certain nights']	[]	[]	[]	[]
Unknown	Murder	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	['night']	[]	[]	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	['the night']	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	['night']	[]	"[""St. Joseph's College""]"	[]	[]
Unknown		Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	['Aquinas Hall']	[]	[]	[]
Unknown	Ghostly Sightings	Orb	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	['bell school rd']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	['the night']	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Illinois	90.17	37.14	15.01	4	Both	2-5	[]	['hours', 'the next morning']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['hours']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	False	False	Illinois	90.17	37.14	15.01	12	None	10+	[]	[]	[]	['Faust Hotel']	[]	[]
night	Sounds and Noises	Unknown	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	['hours']	['Harrison road', 'Kishwaukee Street']	['the Rockford Public Schools']	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['evening', 'night']	[]	['Rockford Central High School', 'Rockford Board of Education']	[]	[]
night		Several Ghosts	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['late at night']	"[""Adams' Arch""]"	"[""Rockford Colleges'""]"	[]	[]
night	Sounds and Noises	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['late one night']	['Burpee', 'Burpee Building']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	['The Clark Arts Center', 'Maddox Theater', 'Theatre Arts', 'Cheek Theater']	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	[]	['McGaw Hall']	['Rockford College']	[]	[]
night	Object and Environmental Manipulation	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	['Maddox']	['Maddox Theatre']	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	['Talcott Hall']	[]	[]	[]
Unknown	Murder	Unknown	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['one night']	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['11pm to 7am', 'night', 'overnight']	['the O’Hare airport']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['night']	[]	[]	[]	[]
night	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['night']	[]	[]	[]	[]
night	Ghostly Sightings	Orb	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['late at night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Illinois	90.17	37.14	15.01	6	Both	6-10	[]	['the night']	['Sleepy Hollow Elementary', 'Mclean and Thorobred lane', 'Jamestowne Rd']	[]	[]	[]
Unknown	Murder	Unknown	True	False	Illinois	90.17	37.14	15.01	5	Visual Only	2-5	['a mile']	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Murder	Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	['Panther Creek']	[]
night	Mysterious Occurrences	Child Ghost	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	['one night']	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	['Drexel Hall']	[]	[]
night	Object and Environmental Manipulation	Unknown	True	True	Indiana	90.64	28.88	10.39	6	Both	6-10	[]	[]	['Dwenger Hall', 'The Theater']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	['Hallas Hall']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Several Ghosts	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	['Late at night']	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	['only about 2 foot']	['Halloween night']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	['about a half-mile']	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Female Ghost	False	True	Indiana	90.64	28.88	10.39	6	Audio Only	6-10	[]	[]	[]	['Inn', 'a Bed and Breakfast']	[]	[]
night		Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	['any night of the week']	['St Rd 25']	[]	[]	[]
Unknown		Unknown	False	True	Indiana	90.64	28.88	10.39	5	Audio Only	2-5	[]	[]	['Old and New 31', 'Olson Road']	[]	[]	[]
Unknown		Unknown	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	['12\\00 on the dot']	['lambs chapel']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Indiana	90.64	28.88	10.39	2	Audio Only	2-5	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	6	Audio Only	6-10	[]	['the night']	[]	[]	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	['night', 'midnight']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Murder	Female Ghost	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	False	True	Indiana	90.64	28.88	10.39	5	Audio Only	2-5	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	['River Road']	[]	[]	[]
Unknown	Murder	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	True	Indiana	90.64	28.88	10.39	5	Audio Only	2-5	[]	[]	[]	[]	['Werewolf Hollow']	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
evening	Mysterious Occurrences	Female Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	[]	[]	['Peggy Holler', 'Shoals']	[]
night		Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	['night']	[]	[]	[]	[]
night		Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	['night']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	['night']	[]	[]	[]	[]
Unknown		Unknown	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	['Primrose Rd']	[]	[]	[]
Unknown	Murder	Several Ghosts	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	[]	['Le Mans']	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	['5th\xa0Street Building']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	['The Pit - The Pit', 'Ursuline']	['Ursuline Academy']	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
morning	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	['the early morning hours']	[]	[]	[]	[]
Unknown	Sounds and Noises	Female Ghost	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	[]	[]	['Fox River']	[]
night	Murder	Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	['the night', 'the morning']	['St Charles East HS']	['the St. Charles High School']	['East']	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Illinois	90.17	37.14	15.01	6	Both	6-10	[]	[]	['Munger Road']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	['Seventh Avenue', '7th Avenue', 'the Dillon Museum']	[]	['the Rock River']	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Child Ghost	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	['each night']	[]	[]	['Moon Creek']	[]
Unknown	Sounds and Noises	Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Female Ghost	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['a minute', 'late at night']	[]	[]	[]	[]
night		Unknown	False	False	Illinois	90.17	37.14	15.01	1	None	1	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Female Ghost	True	True	Illinois	90.17	37.14	15.01	10	Both	6-10	[]	['2:01', '1:59 am']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	['7:00 P.M.', '9:00 P.M.']	[]	[]	[]	[]
night		Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	['Woodlawn Cemetery', 'Woodlawn Cemetery-']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['hours']	[]	[]	[]	[]
night	Ghostly Sightings	Orb	True	False	Illinois	90.17	37.14	15.01	10	Visual Only	6-10	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	2	Both	2-5	[]	['nights']	[]	[]	[]	[]
night	Mysterious Occurrences	Orb	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	['a few moments later']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Illinois	90.17	37.14	15.01	10	Both	6-10	[]	['some nights']	['west quarter road']	[]	[]	[]
Unknown	Murder	Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
